pldate,plprice,plcount
2022-03-08,105.0,0.0
2022-05-12,141.0,0.0
2022-07-01,158.0,0.0
2022-08-03,153.0,0.0
2022-10-26,127.5,0.0
2022-12-13,140.5,0.0
