pldate,plprice,plcount
2022-03-09,41.0,0.0
2022-05-12,53.0,0.0
2022-07-01,43.45,0.0
2022-09-06,46.1,0.0
2022-10-13,37.65,0.0
2022-11-25,42.0,0.0
