pldate,plprice,plcount
2022-03-16,28.5,0.0
2022-03-16,28.5,0.0
2022-05-12,21.8,0.0
2022-07-12,19.95,0.0
2022-08-04,20.95,0.0
2022-10-21,16.5,0.0
