pldate,plprice,plcount
2022-03-08,118.0,0.0
2022-04-07,119.0,0.0
2022-04-28,120.5,0.0
2022-05-19,115.0,0.0
2022-07-01,77.8,0.0
2022-10-13,59.3,0.0
2022-11-01,59.1,0.0
2022-11-21,61.4,0.0
2022-12-07,60.9,0.0
