pldate,plprice,plcount
2022-03-15,614.0,0.0
2022-03-15,614.0,0.0
2022-04-07,668.0,0.0
2022-05-26,728.0,0.0
2022-07-06,587.0,0.0
2022-08-04,633.0,0.0
2022-09-01,696.0,0.0
2022-10-26,694.0,0.0
2022-11-15,780.0,0.0
