pldate,plprice,plcount
2022-04-27,63.2,0.0
2022-05-26,63.5,0.0
2022-07-12,47.35,0.0
2022-08-02,50.4,0.0
2022-09-28,45.5,0.0
2022-10-28,53.1,0.0
2022-12-30,51.2,0.0
