pldate,plprice,plcount
2022-03-16,212.5,0.0
2022-03-16,212.5,0.0
2022-04-26,199.5,0.0
2022-07-01,146.0,0.0
2022-08-04,146.0,0.0
2022-10-13,107.5,0.0
